	id	comment	label
9968	train_009968	giày đẹp đẹp chất lẫn kiểu_dáng hàng y_như hình shop đóng_gói sản_phẩm cẩn_thận shop hi	0
9969	train_009969	sản_phẩm giao hình_ảnh đặt_hàng giao hàng báo giao hàng phát_hiện hàng khiếu_nại đổi tiếng mua hàng sendo thua lazada chất_lượng lẫn dịch_vụ	1
9970	train_009970	chất_lượng sản_phẩm kém giao hạt maca cũ hôi dầu hạt hư	1
9971	train_009971	giao hàng nhắn_tin trả_lời	1
9972	train_009972	màu màu hồng_sen ko ưng lắm	0
9973	train_009973	giao hàng cực_kì chậm	1
9974	train_009974	hàng bảo_quản kĩ kỹ móp chịu_khó nâng	0
9975	train_009975	hộp méo_mó tùm_lum	1
9976	train_009976	giao hàng kg màu	1
9977	train_009977	chất_lượng sản_phẩm tuyệt_vời shop gói hàng dư miếng liền image bioaqua đc hơi	0
9978	train_009978	de_thuong	0
9979	train_009979	hàng chất_lượng kém nhạc k nhac	1
9980	train_009980	bình_thường mặc l vs xl may xxl mn to size bt đóng_gói sản_phẩm đẹp giao hàng	0
9981	train_009981	set yếm đẹp lắm ủng_hộ shop	0
9982	train_009982	máy củ pin tróc kính cường_lực bể góc giật lag shop làm_ăn k uy_tín tí	1
9983	train_009983	lột mụn chẳng tí mụn dũa mõng k độ nhám tí kẹp tóc bẩn bẩn k hài_lòng tí	1
9984	train_009984	giao hàng bỉm thấm hút kém miếng dán dở	0
9985	train_009985	giao hàng chất_lượng sản_phẩm tuyệt_vời chai tóc mượt hẳn	0
9986	train_009986	sách vừa_lòng giao hàng tiki tiki hàng chính_xác thời_hạn giao hàng chờ hẳn tuần sách mua sách tặng sinh_nhật sinh_nhật sách ko tiki giao hàng tiki now ko vì_thế_mà giao hàng tiêu_chuẩn_bị ảnh_hưởng	1
9987	train_009987	shop gửi hàng k mẫu nt shop k chi ân khách_hàng chất_liệu	1
9988	train_009988	tạm bàn_phím dán keo tệ tệ thằng nhóc gỡ ko phím nản thiệt	1
9989	train_009989	chất_lượng sản_phẩm kém shop hình k	1
9990	train_009990	màu đẹp trôi	0
9991	train_009991	đẹp yêu samsung	0
9992	train_009992	hàng chuẩn shop đóng_gói đẹp uh shop dài_dài	0
9993	train_009993	giao hàng giày giả_da đẹp giá rẻ	0
9994	train_009994	mua giao hàng vứt chỗ k điện_thoại thất_vọng shop	0
9995	train_009995	giầy đẹp êm thanks shop	0
9996	train_009996	hàng kém chất_lượng sạc phút pin	1
9997	train_009997	sổ đẹp quấ	0
9998	train_009998	đặt_hàng hơi thất_vọng	1
9999	train_009999	giao hàng	0
10000	train_010000	tai khoan it voi thuc te dang quang	1
10001	train_010001	tiền shop phục_vụ giao hàng chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp	0
10002	train_010002	combo g đk chuột r mong shop chú_ý	1
10003	train_010003	giày dthrất vừa_ý	0
10004	train_010004	làm_ăn j kì lạtôi mua e gửi chanel đổi hoàn tiền gửi hàng đóng_gói ok thất_vọng tràn_trề	1
10005	train_010005	pin xạc mong shop đổi giúp chất_lượng sản_phẩm kém	1
10006	train_010006	giao giày đứt quai	1
10007	train_010007	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp	0
10008	train_010008	chất_lượng sản_phẩm kém shop phản_hồi chậm thái_độ	1
10009	train_010009	hàng ship hàng đóng_gói chèn giấy xốp sản_phẩm mát	0
10010	train_010010	khay đẹp nắp hơi lỏng	0
10011	train_010011	ok tiền	0
10012	train_010012	sp tốt_đẹp hìnhbé	0
10013	train_010013	sản_phẩm ok shop phục_vụ kém mua hàng shop	1
10014	train_010014	đóng_gói sản_phẩm đẹp đc lì_xì kèm chúc chủ shop	0
10015	train_010015	mua máy đi công_tác nước_ngoài đèn máy nóng nước_lạnh hơi mát mát lạnh đọc cmt hình_như sp hơi lỗi tiki	1
10016	train_010016	đóng_gói sản_phẩm đẹp shop phục_vụ tiền tiền giao hàng xong gái iu chim ưng sợ đôi cháu gái tiếp	0
10017	train_010017	dat hang thi ghi mien phi_van chuyen luc giao hang thi cong phi_van chuyen lam an nhu cc	1
10018	train_010018	nội_dung dài_dòng viết đi viết văn tác_giả sâu_sắc dẫn_dắt đọc hài_hước sách thế_giới_quan mơ_mộng	1
10019	train_010019	mua quyển thu_giang nguyễn_duy chất_lượng giấy xấu mỏng mềm thấm chữ trang đọc nhứt mắt	1
10020	train_010020	shop tận_tình	0
10021	train_010021	mua giầy cặp chỗ viền đôi kiểu đeo_k ôm_chân	1
10022	train_010022	hàng hình đẹp form giày chật size r chật	0
10023	train_010023	chất_lượng sản_phẩm kém ko hình_ảnh mô_tả	1
10024	train_010024	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ ahihii	0
10025	train_010025	hơi_tệ nha_shop	1
10026	train_010026	chất_lượng sản_phẩm đóng_gói sản_phẩm chất_lượng sản_phẩm kém sài_hư bảo_hành shopsee	1
10027	train_010027	shop siêu kĩ bọc wrap món siêu êm sản_phẩm vời nhân_viên ân_cần giao hàng tiền chất_lượng sản_phẩm tuyệt_vời shop phục_vụ đóng_gói sản_phẩm đẹp	0
10028	train_010028	chất_lượng sản_phẩm tuyệt_vời tiền shop phục_vụ đóng_gói sản_phẩm đẹp giao hàng	0
10029	train_010029	char luong san pham tuyet voi minh rat hai long su dung tuan da thay da mat minh lang_min	0
10030	train_010030	hàng đẹp chất_lượng oke đc miếng cường_lực max phê	0
10031	train_010031	ổn tầm giá ủng_hộ shop sp	0
10032	train_010032	rửa song khô da tẩy da lắm da da_dầu	1
10033	train_010033	sản_phẩm sop trách_nhiệm hàng kém chất_lượng	0
10034	train_010034	mẫu hai mẫu	1
10035	train_010035	tiền nhoa	0
10036	train_010036	chất_lượng hành ổn	0
10037	train_010037	thanks tiếc ko ứng_dụng trũng công_nghệ tg ứng_dụng aw cuộc_sống mua ko câu trả_lời chờ_đợi đồng_bộ_hạ_tầng bank thanh_toán trực_tuyến chờ_đợi chức_năng hợp_lý ng việt camera sim rời pin tks anyway	1
10038	train_010038	k đc mạng thất_vọng	0
10039	train_010039	ip lạc_hậu thay	1
10040	train_010040	pin sạc k vô	1
10041	train_010041	mua main máy_tính ram giao main cũ ram cũ đóng teen sét chà_chùi sáng_sáng mai main ram chạy làm_ăn kì main ram dám giao	1
10042	train_010042	sách bong tróc bìa chất_lượng giấy hoàn_thiện keo	1
10043	train_010043	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp giao hàng máy đẹp hình k to k k mấy nút bảng điều_khiển lắm hihi	0
10044	train_010044	chất_lượng sản_phẩm tuyệt_vời giày tầm giámỗi tội đế hơi cứng chút_xíu	0
10045	train_010045	m chẳng check hàng auth fake đc đánh môi màu đẹp bền màu m ưng	0
10046	train_010046	chất_lượng giao hàng hôm sp	0
10047	train_010047	đóng_gói sản_phẩm đẹp shop phục_vụ giao hàng gửi kèm hướng_dẫn bảo_quản tâm hy_vọng ghé thăm shop	0
10048	train_010048	form giày đôi ko đôi trái đỡ đôi kiểunhư ẩu logo vàngđôi ko thiếu_điều sát mép tróc i hiếc cũ hiếc tóm ship đôi giày chắclà tiền	1
10049	train_010049	chất_lượng sản_phẩm tuyệt_vời giày đẹp đường may khéochị hàng vô_cùng thân_thiện mếnthái độ tận_tình chê chô shop tiền	0
10050	train_010050	chất_lượng sản_phẩm tuyệt_vời ủng_hộ shop	0
10051	train_010051	chất_lượng sản_phẩm tuyệt_vời ko tặng vớ	0
10052	train_010052	tiki đóng_gói chán hộp carton tiki mềm chèn xốp hộp milo bẹp mua hộp nhựa hộp giây dc tặng kèm cốc thủy_tinh pha_chế tiki quảng_cáo nỗi buồn hề nhẹ	1
10053	train_010053	tiền chất ok đóng_gói sản_phẩm đẹp giao hàng	0
10054	train_010054	hàng chất_lượng hơi cay	0
10055	train_010055	đái quần xéo xẻo	1
10056	train_010056	mua hư k chạy đồ đặt_hàng shop giao chậm hủy đơn hàng shop k hàng hàng hư	1
10057	train_010057	đồng_hồ đẹp ưng	0
10058	train_010058	dau goi rat thom	0
10059	train_010059	mềm_mại tiền	0
10060	train_010060	giày đẹp giao hàng shop	0
10061	train_010061	vải hơi mỏng sờ mịn mát shop phục_vụ	0
10062	train_010062	sản_phẩm tương_xứng giá tiền xấu tệ mua	0
10063	train_010063	mô_tả sản_phẩm trẻ hàng sản_phẩm trẻ trở hai thái_độ nhân_viên giao hàng tỏ thái_độ bề_trên mua hàng ban_phát	1
10064	train_010064	shop phản_hồi nhiệt_tình sp xịn	0
10065	train_010065	ko tẹo hướng_dẫn tiếng việt j tùy sóng wifi kick đc ko kick đc modem tường ko kick đc đèn báo xanh mạng wifi y_như kích nản	1
10066	train_010066	mai_mốt đừng sp shop uy_tín lem bay vô mắt kg nổi	1
10067	train_010067	mua quạt phòng_ngừa điện nóng giao hàng lựa_chọn tiki_now hai quạt kêu mô_tơ đằng hiện bảo_hành đổi đề_nghị tiki làm_việc sunhouse sản_phẩm	1
10068	train_010068	xịn	0
10069	train_010069	sản phâtm nhầm miếng dán gull màn_hình nhầm miếng cường_lực lm dán hở viền	0
10070	train_010070	chất lứng chất_lượng sản_phẩm kém	1
10071	train_010071	chuột shit mắt quang_học nâng xoay chuột ko ngắtmà nâng hẳn ngắt ko game fps	1
10072	train_010072	hàng đóng_gói chu_đáo thiệp dễ_thương nhãn_mác dán lệch lăn_tăn nguồn_gốc	0
10073	train_010073	hàng chất_lượng ko đòi_hỏi	0
10074	train_010074	hàng lắm hộp hơi mốp giao hàng chất_lượng sản_phẩm tuyệt_vời	0
10075	train_010075	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp tiền shop phục_vụ	0
10076	train_010076	hàng phản_hồi	1
10077	train_010077	sản_phẩm mẫu đẹp lm shop	0
10078	train_010078	chất_lượng sản_phẩm tuyệt_vời shop phục_vụ tiền giao hàng phuc vu nhiệt_tình	0
10079	train_010079	đầu_tư quy_hoạch đô_thị tuyên_truyền xây_dựng lối sống hà_nội văn_minh	1
10080	train_010080	mụn	1
10081	train_010081	hàng_không hình chất_lượng sản_phẩm kém k	1
10082	train_010082	giao hàng tiền shop phục_vụ tiền shop phục_vụ chất_lượng sản_phẩm tuyệt_vời	0
10083	train_010083	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm kém đóng_gói sản_phẩm kém đóng_gói sản_phẩm kém đóng_gói sản_phẩm kém đóng_gói sản_phẩm kém đóng_gói sản_phẩm kém đóng_gói sản_phẩm kém	1
10084	train_010084	sản_phẩm xấu ko giồng hình	1
10085	train_010085	đóng_gói sản_phẩm đẹp trước_e bioderma ganier sạch mùi thơm hơi nặng_mùi hương_liệu mùi nhạt xíu perfect giá ổn hiuhiu	0
10086	train_010086	giới_thiệu cấu_hình máy chip mediatek p ko qualcom dc qualcom mua	1
10087	train_010087	lựa màu đen thành màu đỏ màu k sap sp k hình	1
10088	train_010088	mua sản_phẩm kết_nối ổn_định điện_thoại kết_nối máy máy_tính kết đổi sản_phẩm kiểm_tra	1
10089	train_010089	hang_nay sưu_tầm mua máy ay bình_thường pin sạc đấy dk ieng đột_tử kg	1
10090	train_010090	chất_lượng sản_phẩm tuyệt_vời giấy bảo_hành tốc_độ tiền	0
10091	train_010091	sp moi deo chi rua ma da vo nuoc	1
10092	train_010092	đóng_gói sản_phẩm kém shop giao giày cũ trưng_bày thử sản_phẩm dơ đôi giày k hàng	1
10093	train_010093	đóng_gói sản_phẩm đẹp giao hàng tiền shop phục_vụ chất_lượng sản_phẩm nha	0
10094	train_010094	đóng_gói sản_phẩm đẹp sản_phẩm hình	0
10095	train_010095	chất_lượng sản_phẩm tuyệt_vời order hôm hôm hàng	0
10096	train_010096	sp đẹp thơm xài lắm tks_shop	0
10097	train_010097	rỗng nhỏ_nhắn xinh_xắn mẫu_mã đẹp	0
10098	train_010098	hàng tâm	1
10099	train_010099	chất_lượng sản_phẩm tạm chất_lượng sản_phẩm kém	1
10100	train_010100	đóng_gói sản_phẩm đẹp giao hàng tiền shop phục_vụ đóng_gói sản_phẩm đẹp	0
10101	train_010101	đóng_gói sản_phẩm đẹp áo hơi ngắn quần	1
10102	train_010102	thảm hơi mùi shop gửi nt shop gửi bù chiều hôm hài_lòng làm_việc shop ủng_hộ shop	0
10103	train_010103	bo chết bo sop gửi bù lừa kính đc hàng sop tiền chán chất_lượng sản_phẩm kém sop khảng tóm lừa	1
10104	train_010104	mặt lán bon ko mục mụn mua sd thử da khô mặt nổi mụn đỏ hai má thái_dương mụn bọc	1
10105	train_010105	chất_lượng sản_phẩm kémshop giao hàng ko hộp vỏ cáu bẩnđáy gỉ sét ko dám hoàn hàng shopee giải_quyết chậm lắm kêu hoàn tiền mãi ko hàng gửi thủa mua hàng shopee đc rẻ hàng lỗi chán	1
10106	train_010106	hàng tối bao_bì thất_vọng ko quảng_cáo thất_vọng tiki ko kiểm_tra hàng_hoá shop giao khách_hàng sản_phẩm nứt gãy đầu cán cầm tuột chổi lực đẩy hút bụi đẩy hộc bung bụi tuôn mất_công mất_sức chổi thông_dụng quảng_cáo lắm chổi thông_minh hút bụi độ đề_nghị tiki hàng sản_phẩm quảng_cáo sản_phẩm nứt vỡ nhựa đầu cán	1
10107	train_010107	hàng đẹp lắm shop giày y hình shop	0
10108	train_010108	ae chú_ý tiền đừng hít l thơm sản_phẩm ko giám thử ib shop ko trả_lời	1
10109	train_010109	hnay test pin ok	0
10110	train_010110	ko sai dc sohp oi may ko hoat đong e muon tra lai hang chất_lượng sản_phẩm kém	1
10111	train_010111	ưng_ý hàng hãng tiền	0
10112	train_010112	sản_phẩm đẹp xài ổn	0
10113	train_010113	giao hàng vãiđợi tận ms ko làm_ăn kiểu jlần sách r tiếp nhậnko bt ngày_mai hàng chưalâu vãi mịe tiki lũ đểu	1
10114	train_010114	chất_lượng sản_phẩm tuyệt_vời shop phục_vụ tiền giao hàng màu đẹp đ	0
10115	train_010115	giày form_dáng đẹp giá tiền ok	0
10116	train_010116	chất_liệu đẹp giao sp ko hình	0
10117	train_010117	chất_lượng sản_phẩm tạm dc khong nhu minh nghi đóng_gói sản_phẩm đẹp	0
10118	train_010118	shop phục_vụ shop yêu mua hàng tặng túi hoa lavender khô thơm	0
10119	train_010119	ngon bo re	0
10120	train_010120	giao hàng siêu hàng đẹp lắm	0
10121	train_010121	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp tiền	0
10122	train_010122	sản_phẩm hơi cũ xước nhẹ	0
10123	train_010123	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp đóng_gói sản_phẩm đẹp shop phục_vụ giao hàng	0
10124	train_010124	k dính k mẫu_mã ổn	0
10125	train_010125	gói hàng kỹ chủ shop nhiệt_tình tư_vấn tặng mask mh k free ship mong shop sp mh ủng_hộ	0
10126	train_010126	chat trả_lời chậm chất_lượng sản_phẩm tuyệt_vời	0
10127	train_010127	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời	0
10128	train_010128	diện thoại pin pin báo pin	1
10129	train_010129	giày y_như ảnhgiao hàng	0
10130	train_010130	k kiểm_tra hàng trc giao mua chai chai sd đc	1
10131	train_010131	bàn_phím lg g g tiếng việt lướt ngon_lành	0
10132	train_010132	máy kêu to công_suất sấy khô bết	1
10133	train_010133	shop_k nhiệt_tình k trả_lời onlđặt màu trằng màu xanh dặn_kỹ ktra giao chất_lượng sản_phẩm ntn nhưg phục_vụ kém	1
10134	train_010134	đc hàng thử ah mua kit ghi tiếng shop toàn tiếng hàn k bít hi thử ab	0
10135	train_010135	đổi hàng loa dt hàng cũ ko dây cấm nút mắt mèo thục vui_lòng shopee giải_quyết gọi đầu gọi ko bắt máy hàng gọi kiểm_tra kém chất_lượng đóng_gói sản_phẩm kém kém kém	1
10136	train_010136	đóng_gói sản_phẩm đẹp chắnchưa ko tn	0
10137	train_010137	giao_hành đóng_gói cẩn_thận cài win thành_công thanks shop	0
10138	train_010138	có_lẽ đôi giày mk mua online tiền chất_lượng gian_hàng đôi giày ngon đẹp tầm giá mua tiền	0
10139	train_010139	xinh đẹp lắm shop phục_vụ đóng_gói sản_phẩm đẹp giao hàng	0
10140	train_010140	giày xinh chân sản_phẩm tiền phục_vụ giao hàng	0
10141	train_010141	ưng	0
10142	train_010142	mua balo giá đc đắt	1
10143	train_010143	ưng đóng_gói sản_phẩm đẹp ủng_hộ shop dài_dài	0
10144	train_010144	hình đăng áo_dài quần giao áo ngắn quần_lửng áo dính vết ố vàng hàng lừa_gạt giao ko hàng uy_tín hàng ko tâm chất_lượng sản_phẩm kém tiền	1
10145	train_010145	hộp quà xinh cực bóc quà bảng_màu iu hihi	0
10146	train_010146	đóng_gói sản_phẩm kém gửi hàng chậm sản_phẩm dự k ổn	0
10147	train_010147	uổng tiền giày shit âýlm form giày mũi giày xấu	1
10148	train_010148	bookmark nhăn gấp thẩm_mỹ cuộc_chiến siêu_nhiên đời_thường tập gấp bìa cực xấu	1
10149	train_010149	sản_phẩm bền đẹp đóng_gói cước cẩn_thận	0
10150	train_010150	ok đóng_gói sản_phẩm đẹp	0
10151	train_010151	đóng_gói sản_phẩm kém đế giày k hình đế kém chất_lượng	1
10152	train_010152	màu k giốg hìnhra màu hồng đậm đúg mã hộp móp	1
10153	train_010153	máy lỗ đèn tùm_lum pin nạp căng ko gày sập kết_luận đồ_hàng_mã ko	1
10154	train_010154	ngon bổ rẻ đẹp	0
10155	train_010155	tuần mua miếng dán dán xong xài đc tự_nhiên vết nứt màng hình gửi khiếu_nại tiki chủ shop ko đổi vết nứt cho_qua hôm_nay tự_nhiên vết nứt màng hình miếng dán quảng_cáo chống trày chống vân nứt màng hình dính vân mua shop	1
10156	train_010156	chất_lượng sản_phẩm kém đóng_gói sản_phẩm kém đóng_gói sản_phẩm kém tiền	1
10157	train_010157	mua very nice	0
10158	train_010158	giao hàng nhầm size chục chục hàng nhầm size chất_lượng sản_phẩm ok sỉ làm_ăn cẩn_thận nhân_viên shop	1
10159	train_010159	uy tínchất lượnggiá rẻ	0
10160	train_010160	sản_phẩm đẹp size ngắn ưng_ý tiền	0
10161	train_010161	shop giao hàng giao nhầm oppa nt shop mãi trả_lời nhg giải_quyết k nhiệt_tình trách_nhiệm đừng mua ót shop	1
10162	train_010162	giao hàng mô_tả sản_phẩm túi mỏng cm đựng quá_tệ	1
10163	train_010163	dang sd đóng_gói sản_phẩm đẹp đóng_gói sản_phẩm đẹp tiền giao hàng	0
10164	train_010164	ngon	0
10165	train_010165	hài_lòng lắm nha	0
10166	train_010166	hàng kém gắn xe cọ	1
10167	train_010167	đóng_gói sơ_sài may giao ko rách chỗ thường_xuyên bỉm moony bỉm mua b cứng mùi hắc b giải thik mùi hạt m chủ shop bỉm moony xịn m mùi j cố tạm k mua bỉm mạng	1
10168	train_010168	mát lạnh	0
10169	train_010169	đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời hài_lòng	0
10170	train_010170	tiền chất_lượng sản_phẩm tuyệt_vời	0
10171	train_010171	cơm ròn ngon hơi dầu chiên dính vỏ túi	0
10172	train_010172	da dạng nhạy_cảm da hỗn_hợp xài mỹ_phẩm cưới quyết_định mua sản_phẩm dưỡng da giới_thiệu dòng sản_phẩm chứa cồn xài da mặt dấu hiện nổi mẩn đỏ li_ti rát bong tróc vẩy ngứa dám gãi sợ sưng viêm shiseido nhãn_hiệu nổi_tiếng quyết_định sản_phẩm dưỡng da dịp trọng_đại hiệu_quả thất_vọng xài uổng tiền da mặt như_vầy cưới hix	1
10173	train_010173	mặc đc rách vải k bung	1
10174	train_010174	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp vận_chuyển chậm	0
10175	train_010175	hàng giao ko hàng	0
10176	train_010176	son đóng_gói đẹp quà yêu ghê < on siêu nhẹ môi màu đẹp hơi đậm đi học môi son trôi dạng một_tí môi ăn_uống nhẹ k trôi mấy tiếng thân son tem chống giả hsd	0
10177	train_010177	ok chất_lượng shop tư_vấn nhiệt_tình	0
10178	train_010178	phấn mắt màu đẹp mỗi_tội bám ko đc giá tiền ok chất_lượng sản_phẩm tuyệt_vời	0
10179	train_010179	đóng_gói sản_phẩm xấu địu bé màu bé gái xấu	1
10180	train_010180	dự_kiến đc hàng tận đc	1
10181	train_010181		0
10182	train_010182	máy_kéo	0
10183	train_010183	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp tặng bánh mua dùm huhu	0
10184	train_010184	sổ đẹp chủ shop dễ_thương	0
10185	train_010185	mag giày e mag rộng lắm shop ck mag càg rộg nhưg chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp	0
10186	train_010186	đóng_gói tiền giao hàng	0
10187	train_010187	nhận_xét ngòi_bút thân to nhẹ bút viết êm đầu mực cứng đi nét ngòi hầu_như khác_biệt phân_biệt ngòi ưu_điểm duy_nhất giá rẻ sang_trọng bắt_mắt	1
10188	train_010188	chất_lượng sản_phẩm hình_ảnh đóng_gói sản_phẩm đẹp giao hàng	0
10189	train_010189	chất_lượng sản_phẩm ok shop phục_vụ tạm đc giao hàng	0
10190	train_010190	sản_phẩm hãng chất_lượng đóng_gói cẩn_thận giao hàng gọn nhược_điểm tai_nghe to việt đau tai chất_lượng bàn good giá xâu trang mạng đầu dê treo thịt chó	1
10191	train_010191	bánh ngon	0
10192	train_010192	mẫu_mã hình chất_lượng hàng kiểm_chứng tạm_thời ok ổn_định	0
10193	train_010193	giao hàng chậm đóng_gói sản_phẩm kém size size vay ko	1
10194	train_010194	hơi mỏng ok	0
10195	train_010195	shop nhiệt_tình hàng ngon bổ rẻ đóng hàng cẩn_thận	0
10196	train_010196	hiệu_quả j	0
10197	train_010197	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp son rẻ	0
10198	train_010198	tks shop nh ghế lắm	0
10199	train_010199	tiki giao hàng chậm hàng tầm năng_lực giao hàng năng_lực hệ_thống yếu_kém	1
10200	train_010200	shop hàng mô ta hàng kiểu đểu	1
10201	train_010201	shop giao hàng nhiệt_tình	0
10202	train_010202	đẹp hai bẩn chỗ	0
10203	train_010203	giao hàng đóng_gói sp đẹp	0
10204	train_010204	giao hàng hình quảng_cáo	1
10205	train_010205	ths shop hàng ok lắm	0
10206	train_010206	son lì kinh_khủng bao trục_trặc mik nhân đc hàng shop hihi	0
10207	train_010207	tiền chất_lượng sản_phẩm kém in kém chất_lượng hình mờ lem lúng_túng thất_vọng	1
10208	train_010208	giá rẻ sài shop	0
10209	train_010209	chất_lượng sản_phẩm tuyệt_vời nội_dung bổ_ích	0
10210	train_010210	dây đeo lơi rơ k chốt dầy đeo đồng_hồ đi sửa	1
10211	train_010211	chất_lượng sản_phẩm tuyệt_vời giao hàng h hàng đóng_gói sản_phẩm đẹp	0
10212	train_010212	đồ k thèmj bụng k cảm_giác đói nhìucơ thể mồ_hôi k hoạt độngmới bụng rỏ ramình khuyên mấy sản_phẩm cân no k sánguống nhìu hơi ngủ	0
10213	train_010213	màu son đẹp mịn mướt ủng_hộ shop dài_dài	0
10214	train_010214	chất_lượng sản_phẩm kém áo hình_như tre sơ_sinh chiều hk chiều rộng size mặc chặc áo con_nít suy dinh_dưỡng tiền	1
10215	train_010215	deal hài_lòng giao sp hình dày_dặn shop phục_vụ tiền	0
10216	train_010216	máy rung cấp_độ shop giao hàng gói hàng kĩ_càng hàng chất_lượng	0
10217	train_010217	chất_lượng chủ shop dễ_thương phục_vụ nhiệt_tình	0
10218	train_010218	ban hang thi ma giao thi chi co mot mau thoi jo thi ko_tl	1
10219	train_010219	đẹp thoáng hơi	0
10220	train_010220	rẻ_tiền châdt liệu tạm ổn hơi mỏng thô hình giao	1
10221	train_010221	chất_lượng sản_phẩm tuyệt_vời shop	0
10222	train_010222	hài_lòng ủng_hộ shop	0
10223	train_010223	shop phục_vụ viết thử mực đẹp shop	0
10224	train_010224	sản_phẩm đẹp chất_lượng toàn đồ xinh rẻ vs thị_trường	0
10225	train_010225	hàng ok lắm shop like gói hàng tháo mún mệt xỉu	0
10226	train_010226	tiền ko giao	1
10227	train_010227	kiểu đẹp chất_lượng kém giày chân dây	1
10228	train_010228	giầy siêu đẹp i chan hìnhhhh luônnnn nè	0
10229	train_010229	hình_thức thành nồi méo kênh nắp chất_lượng tn	0
10230	train_010230	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp đóng_gói sản_phẩm đẹp giao hàng giày đẹp dạo shopee phí vay nhi	0
10231	train_010231	chất_lượng sản_phẩm tuyệt_vời	0
10232	train_010232	giao hang thieu tum lum	1
10233	train_010233	khong dung cong suat	1
10234	train_010234	đóng_gói sản_phẩm đẹp phấn màu đẹp ưng_ý	0
10235	train_010235	ip doanh_số tụt_dốc thảm_hại kiểu_dáng lẫn tính_năng	1
10236	train_010236	hàng đẹp phục_vụ	0
10237	train_010237	toan sản_phẩm lỗi da	1
10238	train_010238	thiết_kế đẹp hơi to game thủ vỏ hộp trông hơi lởn ko giá_thành ngon bổ rẻ	0
10239	train_010239	hơi_khó tháo dây ok	0
10240	train_010240	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tiền giao hàng ủng_hộ	0
10241	train_010241	sản_phẩm tuyệt_vời lắm	0
10242	train_010242	mua f sale sợ hàng fake mai dc hàng ưng gê mùi ngửi hơi kì mùi tự_nhiên k shop hàng chuẩn	0
10243	train_010243	dây ok hàng	0
10244	train_010244	ưng múc đôi mua mua hộ	0
10245	train_010245	sản_phẩm store cluong tội giao hàng cực cực cực cực cực khâu đóng hàng vận_chuyển kp lỗi giao	0
10246	train_010246	tiền	1
10247	train_010247	test shop nhiệt_tình	0
10248	train_010248	giao hàng chất_lượng đóng_gói sản_phẩm đẹp	0
10249	train_010249	chất_lượng sản_phẩm tuyệt_vời chủ shop dễ_thương cực nhaaa quà	0
10250	train_010250	xài dc tuần da nổi mụn ngứa dầu	1
10251	train_010251	sản_phẩm ổn	0
10252	train_010252	chất_lượng sản_phẩm kém tiếp_xúc kém tuột sạc	1
10253	train_010253	hơi	0
10254	train_010254	tiền xám giao trắng	1
10255	train_010255	sản_phẩm hãng miếngshop cắt_giảm bớt	1
10256	train_010256	tưởng mua dc ồi camera vẩn xưa	1
10257	train_010257	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tiền giao hàng bánh_giòn ngon	0
10258	train_010258	shop đi màu đen shop shop bảo ghi ghi_chú shop gửi màu đen xanh đen m ghét xanh bực	1
10259	train_010259	đổi màu điện_thoại kém chất_lượng	1
10260	train_010260	shiper dê hàng đẹp mùi thơm	1
10261	train_010261	shop giao quần thủng lỗ k hàng mua hàng chú_ý	1
10262	train_010262	chất_lượng sản_phẩm kém đóng_gói sản_phẩm kém sản_phẩm nứt	1
10263	train_010263	chào tiki mua trọn tập bìa cứng giao hai bóc vỏ ố màu vàng giấy tiki chính_sách đổi hàng lỗi	1
10264	train_010264	giao màu xấu	1
10265	train_010265	chuột hãng asus mở_hàng logitech	1
10266	train_010266	chất_lượng sản_phẩm kém ban_đầu quạt xài pin ok pin sạc quạt hư đầu sạc nhắn_tin thương_lượng đổi hàng shop hồi_âm	1
10267	train_010267	khong len cay nao ca	1
10268	train_010268	đổi đc sản_phẩm o_vậy	1
10269	train_010269	chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm kém	1
